Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,delta_temp,power_kw,wear_torque
L,300.8,311.9,1414,41.1,171,0,0,0,0,0,0,11.099999999999966,6.08538219895288,7028.1
H,300.9,312.0,2129,17.8,173,0,0,0,0,0,0,11.100000000000023,3.968188481675393,3079.4
L,300.8,311.8,1323,61.1,178,0,0,0,0,0,0,11.0,8.464429319371728,10875.800000000001
L,300.8,311.8,1427,43.3,180,0,0,0,0,0,0,11.0,6.470062827225131,7793.999999999999
M,300.9,312.0,1375,56.1,182,0,0,0,0,0,0,11.100000000000023,8.077225130890053,10210.2
M,300.9,312.0,1402,50.7,185,0,0,0,0,0,0,11.100000000000023,7.4430785340314145,9379.5
L,300.9,312.0,1500,44.2,188,0,0,0,0,0,0,11.100000000000023,6.942408376963351,8309.6
M,301.0,312.0,1558,37.5,190,0,0,0,0,0,0,11.0,6.117801047120419,7125.0
M,300.9,312.0,1447,41.4,193,0,0,0,0,0,0,11.100000000000023,6.272858638743455,7990.2
L,301.0,312.0,1518,39.3,196,0,0,0,0,0,0,11.0,6.246848167539266,7702.799999999999
L,301.0,311.9,1889,23.5,198,0,0,0,0,0,0,10.899999999999977,4.648324607329843,4653.0
L,301.0,312.1,1675,30.7,200,0,0,0,0,0,0,11.100000000000023,5.38455497382199,6140.0
H,300.9,312.0,1720,27.9,202,0,0,0,0,0,0,11.100000000000023,5.024921465968586,5635.799999999999
M,301.0,312.0,1499,34.6,207,0,0,0,0,0,0,11.0,5.430931937172775,7162.200000000001
L,300.9,312.0,1441,43.8,210,0,0,0,0,0,0,11.100000000000023,6.608984293193717,9198.0
H,300.9,312.0,1397,42.7,212,0,0,0,0,0,0,11.100000000000023,6.246272251308901,9052.400000000001
L,300.9,312.0,1493,38.7,217,0,0,0,0,0,0,11.100000000000023,6.050167539267016,8397.900000000001
M,300.8,312.0,1422,50.7,219,0,0,0,0,0,0,11.199999999999989,7.549256544502619,11103.300000000001
L,300.7,311.9,1399,50.2,222,1,0,0,0,1,0,11.199999999999989,7.353905759162304,11144.400000000001
L,300.6,311.9,1425,44.9,224,0,0,0,0,0,0,11.299999999999955,6.699738219895288,10057.6
L,300.6,311.8,1501,44.8,226,0,0,0,0,0,0,11.199999999999989,7.041340314136126,10124.8
M,300.6,311.9,1629,35.3,0,0,0,0,0,0,0,11.299999999999955,6.021329842931937,0.0
L,300.6,312.0,1490,42.2,3,0,0,0,0,0,0,11.399999999999977,6.584083769633509,126.60000000000001
L,300.7,312.0,1550,32.4,5,0,0,0,0,0,0,11.300000000000011,5.2586387434554975,162.0
L,300.8,312.0,1416,46.5,7,0,0,0,0,0,0,11.199999999999989,6.894659685863874,325.5
L,300.7,311.9,1485,38.8,9,0,0,0,0,0,0,11.199999999999989,6.0332984293193705,349.2
L,300.7,311.8,1564,36.8,11,0,0,0,0,0,0,11.100000000000023,6.0267225130890045,404.79999999999995
L,300.7,311.7,1910,19.7,13,0,0,0,0,0,0,11.0,3.94,256.09999999999997
L,300.7,311.7,1460,46.1,15,0,0,0,0,0,0,11.0,7.047748691099477,691.5
L,300.7,311.8,1603,34.1,17,0,0,0,0,0,0,11.100000000000023,5.7238010471204195,579.7
L,300.7,311.8,1486,47.3,19,0,0,0,0,0,0,11.100000000000023,7.359979057591623,898.6999999999999
L,300.8,311.9,1560,31.8,21,0,0,0,0,0,0,11.099999999999966,5.194554973821989,667.8000000000001
L,300.8,311.9,1498,39.3,23,0,0,0,0,0,0,11.099999999999966,6.1645445026178,903.9
H,300.8,311.9,1431,48.5,25,0,0,0,0,0,0,11.099999999999966,7.2673821989528795,1212.5
L,300.8,311.9,1486,45.1,30,0,0,0,0,0,0,11.099999999999966,7.017654450261781,1353.0
L,300.7,311.9,1486,35.8,32,0,0,0,0,0,0,11.199999999999989,5.570554973821989,1145.6
L,300.7,311.8,1441,38.1,34,0,0,0,0,0,0,11.100000000000023,5.7489109947643975,1295.4
M,300.7,311.9,1366,55.1,36,0,0,0,0,0,0,11.199999999999989,7.881319371727749,1983.6000000000001
L,300.6,311.8,1471,41.4,39,0,0,0,0,0,0,11.199999999999989,6.376900523560209,1614.6
L,300.6,311.9,1463,38.2,41,0,0,0,0,0,0,11.299999999999955,5.852,1566.2
L,300.6,311.9,1413,41.3,43,0,0,0,0,0,0,11.299999999999955,6.110670157068062,1775.8999999999999
H,300.6,311.9,1604,30.5,45,0,0,0,0,0,0,11.299999999999955,5.1227225130890055,1372.5
L,300.7,312.0,1401,51.1,50,0,0,0,0,0,0,11.300000000000011,7.496450261780105,2555.0
L,300.6,311.8,1652,27.2,52,0,0,0,0,0,0,11.199999999999989,4.70517277486911,1414.3999999999999
L,300.5,311.9,1403,45.7,54,0,0,0,0,0,0,11.399999999999977,6.713832460732985,2467.8
L,300.5,311.9,1887,21.7,56,0,0,0,0,0,0,11.399999999999977,4.287738219895288,1215.2
L,300.4,311.8,1405,47.9,58,0,0,0,0,0,0,11.400000000000034,7.0470680628272255,2778.2
H,300.2,311.6,1496,41.1,60,0,0,0,0,0,0,11.400000000000034,6.4382827225130885,2466.0
L,300.1,311.5,1499,43.4,65,0,0,0,0,0,0,11.399999999999977,6.812209424083769,2821.0
L,300.2,311.5,1549,37.2,67,0,0,0,0,0,0,11.300000000000011,6.033801047120419,2492.4
L,300.3,311.6,1515,44.9,69,0,0,0,0,0,0,11.300000000000011,7.122879581151833,3098.1
L,300.2,311.6,1540,37.7,71,0,0,0,0,0,0,11.400000000000034,6.079371727748692,2676.7000000000003
H,300.2,311.5,1426,44.3,73,0,0,0,0,0,0,11.300000000000011,6.614848167539266,3233.8999999999996
M,300.2,311.6,1465,41.4,78,0,0,0,0,0,0,11.400000000000034,6.3508900523560206,3229.2
M,300.3,311.6,1359,54.1,81,0,0,0,0,0,0,11.300000000000011,7.69862827225131,4382.1
M,300.3,311.7,1551,36.4,84,0,0,0,0,0,0,11.399999999999977,5.911664921465968,3057.6
L,300.5,311.8,1596,34.8,87,0,0,0,0,0,0,11.300000000000011,5.81579057591623,3027.6
M,300.5,311.9,1670,26.3,89,0,0,0,0,0,0,11.399999999999977,4.599057591623037,2340.7000000000003
L,300.4,311.9,1868,21.3,92,0,0,0,0,0,0,11.5,4.166324607329843,1959.6000000000001
M,300.6,312.0,1490,39.8,94,0,0,0,0,0,0,11.399999999999977,6.209633507853402,3741.2
M,300.5,311.9,1676,35.2,97,0,0,0,0,0,0,11.399999999999977,6.177507853403142,3414.4
M,300.5,311.9,1875,22.1,100,0,0,0,0,0,0,11.399999999999977,4.3390052356020945,2210.0
M,300.5,312.0,1867,23.0,103,0,0,0,0,0,0,11.5,4.496439790575916,2369.0
L,300.5,312.0,1646,29.5,106,0,0,0,0,0,0,11.5,5.084502617801047,3127.0
H,300.5,312.0,1375,43.2,108,0,0,0,0,0,0,11.5,6.219895287958116,4665.6
L,300.5,312.0,1558,36.7,113,0,0,0,0,0,0,11.5,5.987287958115184,4147.1
L,300.4,312.0,1631,34.9,115,0,0,0,0,0,0,11.600000000000023,5.9604083769633505,4013.5
L,300.4,312.0,1366,43.0,117,0,0,0,0,0,0,11.600000000000023,6.150575916230366,5031.0
L,300.3,311.8,1360,48.0,119,0,0,0,0,0,0,11.5,6.835602094240838,5712.0
L,300.3,311.8,1547,39.7,121,0,0,0,0,0,0,11.5,6.430984293193718,4803.700000000001
L,300.3,311.7,1571,31.2,123,0,0,0,0,0,0,11.399999999999977,5.13248167539267,3837.6
L,300.2,311.5,1528,36.1,125,0,0,0,0,0,0,11.300000000000011,5.776000000000001,4512.5
H,300.2,311.5,1432,43.6,127,0,0,0,0,0,0,11.300000000000011,6.5377172774869114,5537.2
L,300.2,311.6,1356,53.5,132,0,0,0,0,0,0,11.400000000000034,7.596439790575916,7062.0
H,300.1,311.5,1422,46.2,134,0,0,0,0,0,0,11.399999999999977,6.879204188481676,6190.8
L,300.1,311.4,1438,42.2,139,0,0,0,0,0,0,11.299999999999955,6.354303664921466,5865.8
L,300.2,311.4,1483,44.4,141,0,0,0,0,0,0,11.199999999999989,6.894785340314136,6260.4
L,300.2,311.4,1331,49.8,143,0,0,0,0,0,0,11.199999999999989,6.940712041884817,7121.4
L,300.2,311.4,1463,37.5,145,0,0,0,0,0,0,11.199999999999989,5.744764397905759,5437.5
L,300.1,311.4,1446,40.6,147,0,0,0,0,0,0,11.299999999999955,6.147392670157068,5968.2
L,300.1,311.4,1356,45.7,149,0,0,0,0,0,0,11.299999999999955,6.488921465968587,6809.3
L,300.1,311.3,1676,30.3,151,0,0,0,0,0,0,11.199999999999989,5.317570680628273,4575.3
L,300.1,311.4,1910,23.0,153,0,0,0,0,0,0,11.299999999999955,4.6,3519.0
L,300.2,311.6,1375,56.9,155,0,0,0,0,0,0,11.400000000000034,8.192408376963352,8819.5
M,300.2,311.6,1513,40.8,157,0,0,0,0,0,0,11.400000000000034,6.463916230366491,6405.599999999999
L,300.2,311.6,1511,35.7,160,0,0,0,0,0,0,11.400000000000034,5.648450261780106,5712.0
H,300.2,311.6,1662,28.8,162,0,0,0,0,0,0,11.400000000000034,5.012104712041885,4665.6
L,300.2,311.7,1493,48.3,167,0,0,0,0,0,0,11.5,7.550984293193717,8066.099999999999
M,300.2,311.7,1555,37.4,169,0,0,0,0,0,0,11.5,6.089738219895288,6320.599999999999
L,300.3,311.7,1452,41.5,172,0,0,0,0,0,0,11.399999999999977,6.309738219895288,7138.0
L,300.2,311.6,1500,39.0,174,0,0,0,0,0,0,11.400000000000034,6.12565445026178,6786.0
L,300.2,311.7,1603,30.5,176,0,0,0,0,0,0,11.5,5.119528795811519,5368.0
L,300.3,311.7,1682,27.8,178,0,0,0,0,0,0,11.399999999999977,4.896293193717277,4948.400000000001
L,300.3,311.8,1567,37.7,180,0,0,0,0,0,0,11.5,6.185958115183246,6786.000000000001
L,300.3,311.8,1413,46.0,182,0,0,0,0,0,0,11.5,6.806073298429319,8372.0
M,300.3,311.9,1429,41.6,184,0,0,0,0,0,0,11.599999999999966,6.224753926701571,7654.400000000001
L,300.3,311.9,1692,31.5,187,0,0,0,0,0,0,11.599999999999966,5.580942408376964,5890.5
L,300.4,311.9,1476,48.7,189,0,0,0,0,0,0,11.5,7.52682722513089,9204.300000000001
M,300.4,312.0,1596,30.4,191,0,0,0,0,0,0,11.600000000000023,5.080460732984292,5806.4
H,300.3,311.9,1390,49.0,194,0,0,0,0,0,0,11.599999999999966,7.131937172774869,9506.0
M,300.3,311.8,1607,33.7,199,0,0,0,0,0,0,11.5,5.670774869109948,6706.3
L,300.3,311.7,1821,26.3,202,0,0,0,0,0,0,11.399999999999977,5.014900523560209,5312.6
H,300.3,311.8,2141,18.5,204,0,0,0,0,0,0,11.5,4.147486910994765,3774.0
M,300.4,311.8,1553,33.1,209,1,1,0,0,0,0,11.400000000000034,5.382649214659686,6917.900000000001
M,300.4,311.8,1442,45.1,0,0,0,0,0,0,0,11.400000000000034,6.809863874345551,0.0
L,300.4,311.7,1459,45.6,3,0,0,0,0,0,0,11.300000000000011,6.966534031413613,136.8
H,300.4,311.8,2496,13.5,5,0,0,0,0,0,0,11.400000000000034,3.5283769633507855,67.5
L,300.4,311.8,1367,57.2,10,0,0,0,0,0,0,11.400000000000034,8.187685863874346,572.0
L,300.3,311.8,2004,19.6,12,0,0,0,0,0,0,11.5,4.112921465968586,235.20000000000002
L,300.3,311.7,1406,47.5,14,0,0,0,0,0,0,11.399999999999977,6.993193717277487,665.0
L,300.3,311.8,1548,33.0,16,0,0,0,0,0,0,11.5,5.349109947643979,528.0
L,300.3,311.7,1333,55.2,18,0,0,0,0,0,0,11.399999999999977,7.704879581151833,993.6
L,300.2,311.6,1767,26.4,20,0,0,0,0,0,0,11.400000000000034,4.88469109947644,528.0
L,300.2,311.6,1827,27.0,22,0,0,0,0,0,0,11.400000000000034,5.165340314136126,594.0
M,300.2,311.6,1533,46.4,24,0,0,0,0,0,0,11.400000000000034,7.448293193717277,1113.6
H,300.2,311.5,1515,36.8,27,0,0,0,0,0,0,11.300000000000011,5.837905759162303,993.5999999999999
L,300.2,311.4,1568,41.0,32,0,0,0,0,0,0,11.199999999999989,6.7317277486911,1312.0
L,300.2,311.4,1452,47.8,34,0,0,0,0,0,0,11.199999999999989,7.267602094240837,1625.1999999999998
L,300.2,311.4,1433,37.9,36,0,0,0,0,0,0,11.199999999999989,5.686984293193717,1364.3999999999999
M,300.1,311.3,1650,33.8,38,0,0,0,0,0,0,11.199999999999989,5.839790575916229,1284.3999999999999
L,300.1,311.4,1629,31.3,41,0,0,0,0,0,0,11.299999999999955,5.339026178010472,1283.3
L,300.0,311.3,1520,39.2,43,0,0,0,0,0,0,11.300000000000011,6.239162303664922,1685.6000000000001
H,300.0,311.2,1393,43.1,45,0,0,0,0,0,0,11.199999999999989,6.286732984293194,1939.5
H,299.9,311.2,1364,49.6,50,0,0,0,0,0,0,11.300000000000011,7.0842303664921475,2480.0
M,299.9,311.3,1389,50.0,55,0,0,0,0,0,0,11.400000000000034,7.272251308900524,2750.0
L,299.8,311.1,1466,46.1,58,0,0,0,0,0,0,11.300000000000011,7.076712041884817,2673.8
L,299.7,311.1,1650,32.4,60,0,0,0,0,0,0,11.400000000000034,5.597905759162304,1944.0
L,299.6,311.0,1554,36.3,62,0,0,0,0,0,0,11.399999999999977,5.90682722513089,2250.6
M,299.6,310.9,1474,39.7,64,0,0,0,0,0,0,11.299999999999955,6.127518324607331,2540.8
H,299.5,310.8,1600,32.4,67,0,0,0,0,0,0,11.300000000000011,5.428272251308901,2170.7999999999997
L,299.5,310.8,1356,54.9,72,0,0,0,0,0,0,11.300000000000011,7.795225130890052,3952.7999999999997
L,299.5,310.8,1571,38.2,74,0,0,0,0,0,0,11.300000000000011,6.284000000000001,2826.8
L,299.6,310.9,1658,28.0,76,0,0,0,0,0,0,11.299999999999955,4.861151832460733,2128.0
L,299.6,310.8,1393,49.9,78,0,0,0,0,0,0,11.199999999999989,7.278607329842932,3892.2
M,299.7,311.0,1448,49.8,80,0,0,0,0,0,0,11.300000000000011,7.55082722513089,3984.0
L,299.7,310.9,1477,40.4,83,0,0,0,0,0,0,11.199999999999989,6.248251308900523,3353.2
M,299.7,311.0,1506,42.7,85,0,0,0,0,0,0,11.300000000000011,6.733633507853404,3629.5000000000005
M,299.7,310.9,1685,32.1,88,0,0,0,0,0,0,11.199999999999989,5.663717277486911,2824.8
L,299.6,310.9,1533,31.8,91,0,0,0,0,0,0,11.299999999999955,5.104649214659686,2893.8
L,299.5,310.8,1447,41.0,93,0,0,0,0,0,0,11.300000000000011,6.212251308900523,3813.0
M,299.5,310.7,1488,39.5,95,0,0,0,0,0,0,11.199999999999989,6.154554973821989,3752.5
M,299.6,310.8,1427,50.4,98,0,0,0,0,0,0,11.199999999999989,7.530973821989529,4939.2
M,299.5,310.7,1424,41.3,101,0,0,0,0,0,0,11.199999999999989,6.158240837696335,4171.299999999999
L,299.5,310.7,1472,40.9,104,0,0,0,0,0,0,11.199999999999989,6.304167539267016,4253.599999999999
L,299.5,310.7,1438,45.7,106,0,0,0,0,0,0,11.199999999999989,6.881319371727749,4844.200000000001
L,299.6,310.8,1507,42.4,108,0,0,0,0,0,0,11.199999999999989,6.690764397905759,4579.2
L,299.6,310.7,1393,52.1,110,0,0,0,0,0,0,11.099999999999966,7.599507853403142,5731.0
L,299.5,310.8,1283,52.4,112,0,0,0,0,0,0,11.300000000000011,7.039706806282722,5868.8
L,299.6,310.8,1644,30.9,114,0,0,0,0,0,0,11.199999999999989,5.319329842931937,3522.6
L,299.6,310.8,1498,46.9,116,0,0,0,0,0,0,11.199999999999989,7.356670157068063,5440.4
L,299.6,310.8,1400,40.8,118,0,0,0,0,0,0,11.199999999999989,5.981151832460732,4814.4
H,299.6,310.9,1679,31.2,120,0,0,0,0,0,0,11.299999999999955,5.485319371727749,3744.0
M,299.7,311.1,1618,30.3,125,0,0,0,0,0,0,11.400000000000034,5.133549738219895,3787.5
H,299.6,311.0,1714,30.2,128,0,0,0,0,0,0,11.399999999999977,5.4201884816753925,3865.6
L,299.6,311.0,1574,35.0,133,0,0,0,0,0,0,11.399999999999977,5.768586387434555,4655.0
L,299.7,311.1,1574,36.4,135,0,0,0,0,0,0,11.400000000000034,5.999329842931937,4914.0
L,299.6,310.9,1472,40.9,137,0,0,0,0,0,0,11.299999999999955,6.304167539267016,5603.3
L,299.6,311.0,1552,33.2,139,0,0,0,0,0,0,11.399999999999977,5.395434554973822,4614.8
L,299.7,311.1,1603,31.4,141,0,0,0,0,0,0,11.400000000000034,5.2705968586387435,4427.4
H,299.7,311.1,1353,47.1,143,0,0,0,0,0,0,11.400000000000034,6.672910994764398,6735.3
L,299.7,311.1,1690,30.6,148,0,0,0,0,0,0,11.400000000000034,5.415078534031414,4528.8
M,299.8,311.2,1745,26.3,150,0,0,0,0,0,0,11.399999999999977,4.805602094240838,3945.0
L,299.9,311.3,1522,45.7,153,0,0,0,0,0,0,11.400000000000034,7.283287958115184,6992.1
H,300.0,311.4,1641,34.5,155,0,0,0,0,0,0,11.399999999999977,5.928219895287958,5347.5
L,299.9,311.4,1596,28.9,160,0,0,0,0,0,0,11.5,4.829780104712041,4624.0
H,299.9,311.4,1497,37.0,162,0,0,0,0,0,0,11.5,5.799895287958115,5994.0
L,299.9,311.3,1371,52.3,167,0,0,0,0,0,0,11.400000000000034,7.508198952879582,8734.1
M,299.9,311.3,1445,41.2,169,0,0,0,0,0,0,11.400000000000034,6.233926701570681,6962.8
L,299.8,311.2,1564,40.0,172,0,0,0,0,0,0,11.399999999999977,6.550785340314136,6880.0
L,299.7,311.1,1439,44.9,174,0,0,0,0,0,0,11.400000000000034,6.765560209424083,7812.599999999999
L,299.7,311.2,1352,52.1,176,0,0,0,0,0,0,11.5,7.375832460732984,9169.6
L,299.8,311.3,1560,35.4,178,0,0,0,0,0,0,11.5,5.78261780104712,6301.2
M,299.7,311.2,1616,42.3,180,0,0,0,0,0,0,11.5,7.157780104712041,7613.999999999999
L,299.7,311.2,1835,23.7,183,0,0,0,0,0,0,11.5,4.553874345549739,4337.099999999999
M,299.7,311.1,1649,32.7,185,0,0,0,0,0,0,11.400000000000034,5.646314136125655,6049.500000000001
L,299.8,311.1,1452,47.3,188,0,0,0,0,0,0,11.300000000000011,7.19158115183246,8892.4
L,299.8,311.1,2144,17.7,190,0,0,0,0,0,0,11.300000000000011,3.9736963350785337,3363.0
L,299.7,311.1,1554,41.0,192,0,0,0,0,0,0,11.400000000000034,6.671623036649215,7872.0
L,299.7,311.0,1827,25.4,194,0,0,0,0,0,0,11.300000000000011,4.859246073298429,4927.599999999999
L,299.6,310.9,1448,46.3,196,0,0,0,0,0,0,11.299999999999955,7.0201465968586385,9074.8
M,299.6,310.9,1530,38.8,198,0,0,0,0,0,0,11.299999999999955,6.216125654450261,7682.4
L,299.7,311.0,1983,21.0,201,0,0,0,0,0,0,11.300000000000011,4.360523560209424,4221.0
M,299.7,310.9,1620,37.2,203,0,0,0,0,0,0,11.199999999999989,6.310366492146597,7551.6
M,299.6,310.9,1630,29.8,206,0,0,0,0,0,0,11.299999999999955,5.086282722513089,6138.8
L,299.6,310.9,1229,65.2,209,1,0,0,0,1,0,11.299999999999955,8.390659685863875,13626.800000000001
L,299.5,310.8,1873,22.3,211,0,0,0,0,0,0,11.300000000000011,4.373602094240838,4705.3
L,299.4,310.7,1426,45.7,213,0,0,0,0,0,0,11.300000000000011,6.823895287958115,9734.1
L,299.4,310.8,1376,53.9,215,1,0,0,0,1,0,11.400000000000034,7.766115183246073,11588.5
L,299.4,310.8,1622,33.6,217,0,0,0,0,0,0,11.400000000000034,5.706722513089006,7291.200000000001
M,299.4,310.7,1492,45.7,219,0,0,0,0,0,0,11.300000000000011,7.139727748691101,10008.300000000001
M,299.3,310.7,1374,48.9,222,0,0,0,0,0,0,11.399999999999977,7.035455497382198,10855.8
L,299.2,310.7,1737,27.0,225,1,1,0,0,0,0,11.5,4.910890052356021,6075.0
L,299.3,310.8,1426,42.4,0,0,0,0,0,0,0,11.5,6.331141361256544,0.0
M,299.3,310.9,1826,25.1,2,0,0,0,0,0,0,11.599999999999966,4.799225130890053,50.2
L,299.3,310.9,1669,32.4,5,0,0,0,0,0,0,11.599999999999966,5.662366492146597,162.0
M,299.4,310.9,1473,40.1,7,0,0,0,0,0,0,11.5,6.185057591623037,280.7
L,299.4,310.9,1751,27.8,10,0,0,0,0,0,0,11.5,5.0971518324607334,278.0
M,299.4,310.9,1446,47.3,12,0,0,0,0,0,0,11.5,7.16186387434555,567.5999999999999
L,299.3,310.8,1483,43.5,15,0,0,0,0,0,0,11.5,6.755026178010471,652.5
L,299.2,310.7,1535,42.6,17,0,0,0,0,0,0,11.5,6.8472251308900525,724.2
L,299.2,310.7,1477,44.0,19,0,0,0,0,0,0,11.5,6.805026178010471,836.0
L,299.3,310.8,1391,46.9,21,0,0,0,0,0,0,11.5,6.831193717277487,984.9
H,299.2,310.7,1636,29.4,23,0,0,0,0,0,0,11.5,5.036481675392669,676.1999999999999
L,299.2,310.6,1675,33.3,28,0,0,0,0,0,0,11.400000000000034,5.840575916230366,932.3999999999999
H,299.2,310.5,1329,48.9,30,0,0,0,0,0,0,11.300000000000011,6.805036649214659,1467.0
M,299.2,310.5,1548,33.5,35,0,0,0,0,0,0,11.300000000000011,5.430157068062827,1172.5
L,299.2,310.5,1391,45.8,38,0,0,0,0,0,0,11.300000000000011,6.670973821989528,1740.3999999999999
L,299.1,310.5,1437,43.1,40,0,0,0,0,0,0,11.399999999999977,6.4853089005235605,1724.0
L,299.2,310.6,1370,61.9,42,0,0,0,0,0,0,11.400000000000034,8.879895287958115,2599.7999999999997
L,299.1,310.6,1577,37.1,44,0,0,0,0,0,0,11.5,6.126356020942409,1632.4
L,299.1,310.5,1485,37.8,46,0,0,0,0,0,0,11.399999999999977,5.8778010471204185,1738.8
L,299.0,310.4,1504,34.3,48,0,0,0,0,0,0,11.399999999999977,5.4018010471204185,1646.3999999999999
M,298.9,310.3,1551,35.2,50,0,0,0,0,0,0,11.400000000000034,5.7167748691099485,1760.0000000000002
M,299.1,310.5,1428,43.0,53,0,0,0,0,0,0,11.399999999999977,6.429738219895288,2279.0
L,299.0,310.5,1755,27.9,56,0,0,0,0,0,0,11.5,5.12717277486911,1562.3999999999999
L,299.1,310.5,1329,54.9,58,0,0,0,0,0,0,11.399999999999977,7.640010471204188,3184.2
L,299.1,310.5,1496,35.2,60,0,0,0,0,0,0,11.399999999999977,5.514052356020943,2112.0
L,299.1,310.5,1532,36.6,62,0,0,0,0,0,0,11.399999999999977,5.871329842931938,2269.2000000000003
L,299.1,310.5,1389,61.4,64,0,0,0,0,0,0,11.399999999999977,8.930324607329842,3929.6
M,299.1,310.4,1524,51.4,66,0,0,0,0,0,0,11.299999999999955,8.20247120418848,3392.4
M,299.1,310.4,1422,49.3,69,0,0,0,0,0,0,11.299999999999955,7.340795811518324,3401.7
L,299.1,310.5,1739,27.4,72,0,0,0,0,0,0,11.399999999999977,4.989382198952879,1972.8
L,299.1,310.5,1736,26.9,74,0,0,0,0,0,0,11.399999999999977,4.889884816753926,1990.6
L,299.1,310.5,1419,48.8,76,0,0,0,0,0,0,11.399999999999977,7.251015706806283,3708.7999999999997
L,299.1,310.6,1326,49.7,78,0,0,0,0,0,0,11.5,6.9007539267015705,3876.6000000000004
M,299.1,310.6,1449,43.2,80,0,0,0,0,0,0,11.5,6.554638743455498,3456.0
L,299.2,310.6,1534,39.7,83,0,0,0,0,0,0,11.400000000000034,6.376942408376964,3295.1000000000004
M,299.2,310.6,1443,50.9,85,0,0,0,0,0,0,11.400000000000034,7.69096335078534,4326.5
L,299.2,310.6,1498,41.1,88,0,0,0,0,0,0,11.400000000000034,6.4468900523560215,3616.8
L,299.1,310.6,1796,26.0,90,0,0,0,0,0,0,11.5,4.889633507853403,2340.0
L,299.1,310.4,1519,45.3,92,0,0,0,0,0,0,11.299999999999955,7.20530890052356,4167.599999999999
L,299.0,310.4,1339,49.6,94,0,0,0,0,0,0,11.399999999999977,6.954387434554975,4662.400000000001
L,299.0,310.4,1483,41.5,96,0,0,0,0,0,0,11.399999999999977,6.444450261780105,3984.0
M,298.9,310.2,2099,20.0,98,0,0,0,0,0,0,11.300000000000011,4.395811518324607,1960.0
M,299.0,310.3,1689,29.7,101,0,0,0,0,0,0,11.300000000000011,5.252701570680628,2999.7
H,299.1,310.4,1369,54.5,104,0,0,0,0,0,0,11.299999999999955,7.812617801047121,5668.0
L,299.0,310.4,1512,38.8,109,0,0,0,0,0,0,11.399999999999977,6.142994764397906,4229.2
M,299.0,310.3,1303,68.6,111,1,0,0,1,0,0,11.300000000000011,9.359769633507852,7614.599999999999
L,299.0,310.3,1552,39.9,114,0,0,0,0,0,0,11.300000000000011,6.4842722513089,4548.599999999999
L,299.0,310.4,1713,28.0,116,0,0,0,0,0,0,11.399999999999977,5.022408376963351,3248.0
L,298.9,310.3,1456,44.1,118,0,0,0,0,0,0,11.400000000000034,6.72351832460733,5203.8
L,299.0,310.4,1524,39.8,120,0,0,0,0,0,0,11.399999999999977,6.3513298429319365,4776.0
M,299.0,310.4,1394,45.2,122,0,0,0,0,0,0,11.399999999999977,6.597780104712042,5514.400000000001
L,299.0,310.4,1981,21.2,125,0,0,0,0,0,0,11.399999999999977,4.3976125654450255,2650.0
L,299.0,310.4,1565,36.1,127,0,0,0,0,0,0,11.399999999999977,5.91586387434555,4584.7
L,299.1,310.4,1657,31.0,129,0,0,0,0,0,0,11.299999999999955,5.378743455497382,3999.0
M,299.0,310.4,1625,37.1,131,0,0,0,0,0,0,11.399999999999977,6.31282722513089,4860.1
L,299.0,310.4,1606,31.1,134,0,0,0,0,0,0,11.399999999999977,5.2300104712041895,4167.400000000001
H,299.0,310.5,1336,56.8,136,0,0,0,0,0,0,11.5,7.946052356020942,7724.799999999999
M,299.0,310.6,1587,34.2,141,0,0,0,0,0,0,11.600000000000023,5.683287958115184,4822.200000000001
L,299.1,310.6,1602,39.7,144,0,0,0,0,0,0,11.5,6.659623036649215,5716.8
L,299.1,310.5,1471,38.4,146,0,0,0,0,0,0,11.399999999999977,5.914806282722513,5606.4
H,299.1,310.6,1332,48.0,148,0,0,0,0,0,0,11.5,6.694869109947644,7104.0
H,299.2,310.6,1434,48.4,153,0,0,0,0,0,0,11.400000000000034,7.267602094240837,7405.2
L,299.1,310.6,1921,23.9,158,0,0,0,0,0,0,11.5,4.807528795811518,3776.2
H,299.2,310.6,1704,30.6,160,0,0,0,0,0,0,11.400000000000034,5.459937172774869,4896.0
M,299.1,310.6,1397,49.5,165,0,0,0,0,0,0,11.5,7.240994764397906,8167.5
H,299.1,310.6,1791,28.0,168,0,0,0,0,0,0,11.5,5.251099476439791,4704.0
L,299.1,310.6,1818,24.1,173,0,0,0,0,0,0,11.5,4.587832460732985,4169.3
L,299.2,310.7,1540,36.3,175,0,0,0,0,0,0,11.5,5.853612565445025,6352.499999999999
M,299.2,310.8,1502,39.8,177,0,0,0,0,0,0,11.600000000000023,6.259643979057591,7044.599999999999
H,299.2,310.8,1761,30.4,180,0,0,0,0,0,0,11.600000000000023,5.605696335078534,5472.0
M,299.1,310.8,1517,38.4,185,0,0,0,0,0,0,11.699999999999989,6.099769633507853,7104.0
L,299.1,310.7,1309,51.1,188,0,0,0,0,0,0,11.599999999999966,7.004178010471205,9606.800000000001
L,298.9,310.6,1363,52.6,190,0,0,0,0,0,0,11.700000000000045,7.507204188481675,9994.0
M,299.0,310.6,1787,22.2,192,0,0,0,0,0,0,11.600000000000023,4.15407329842932,4262.4
L,298.9,310.5,1640,29.2,195,0,0,0,0,0,0,11.600000000000023,5.014450261780104,5694.0
